,title,final_size,ABV,IBU,OG,FG,color,views,brewed,rating,boil_size,boil_time,boil_grav,pitch_rate,temp_prim,efficiency,mash_thick,reviews,calories,carbs,mash_ph,has_prim_data,has_mash_ph,has_mash_thick,has_pitch_rate,method_AllGrain,method_BIAB,method_Extract,method_PartialMash,d_G_abs,d_G_pct,d_size_abs,d_size_pct,style_under_threshold,style_AmericanAmberAle,style_AmericanBrownAle,style_AmericanIPA,style_AmericanLightLager,style_AmericanPaleAle,style_AmericanStout,style_BlondeAle,style_CreamAle,style_ImperialIPA,style_IrishRedAle,style_Kölsch,style_OatmealStout,style_RobustPorter,style_RussianImperialStout,style_Saison,style_SpecialtyIPA:NewEnglandIPA,style_SweetStout,style_Weissbier,style_Weizen/Weissbier,style_Witbier,beer_style
77,Sleeper Street | Trillium Brewing  (approximation) Braumeister 20L,21.0,6.83,41.72,1.069,1.0170000000000001,4.39,8352,14,5.0,25.0,60,1.058,0.75,19.0,73,,1,228,23,5.66,0,1,0,1,0,1,0,0,0.051999999999999824,0.0486435921421888,4.0,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
78,Elysian Space Dust Variant,18.92705892,8.21,81.14,1.0859999999999999,1.024,9.33,6504,14,0.0,28.39058838,60,1.057,0.5,19.444444444444443,70,1.55,0,288,31,,0,0,1,1,1,0,0,0,0.06199999999999983,0.057090239410681254,9.46352946,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
79,Brown Eyed Bitch,22.712470703999998,5.43,39.18,1.055,1.014,19.7,1201,14,0.0,26.497882488,90,1.047,0.75,18.333333333333332,80,1.25,0,182,19,,0,0,1,1,1,0,0,0,0.040999999999999925,0.03886255924170609,3.785411784000001,0.1428571428571429,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
80,prco party beer,16.5,5.52,42.15,1.05,1.008,11.38,3542,14,0.0,23.0,60,1.036,,20.0,62,3.0,0,163,14,,0,0,1,0,1,0,0,0,0.04200000000000004,0.040000000000000036,6.5,0.2826086956521739,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
81,Cream your pants,18.92705892,4.45,10.62,1.046,1.012,2.44,3818,14,0.0,28.39058838,60,1.03,,,80,,0,151,16,,0,0,0,0,1,0,0,0,0.03400000000000003,0.032504780114722784,9.46352946,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
83,Wit0915,23.0,4.96,16.25,1.05,1.012,4.64,6419,14,5.0,22.0,60,1.052,0.75,,78,3.0,1,165,17,,0,0,1,1,1,0,0,0,0.038000000000000034,0.036190476190476224,-1.0,-0.045454545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Witbier
84,Madd Vanilla Coffee Porter,18.92705892,7.14,66.93,1.074,1.0190000000000001,31.79,5288,14,5.0,11.356235351999999,60,1.123,,18.88888888888889,75,,1,246,26,,1,0,0,0,0,0,0,1,0.05499999999999994,0.05121042830540031,-7.570823568000002,-0.6666666666666669,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
85,Hoegaarden Clone,20.819764812,5.18,13.5,1.052,1.013,4.05,23378,14,4.0,28.39058838,60,1.038,,21.11111111111111,70,1.5,1,172,18,,0,0,1,0,1,0,0,0,0.039000000000000146,0.03707224334600774,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
86,Indian Summer Pale Ale,25.0,5.69,12.96,1.06,1.0170000000000001,9.27,7982,14,5.0,7.0,70,1.215,,22.0,56,3.0,1,199,22,,0,0,1,0,1,0,0,0,0.04299999999999993,0.040566037735848985,-18.0,-2.5714285714285716,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
87,Belgian Strong Pale - La Chouffe,18.92705892,8.14,31.39,1.07,1.008,4.28,17414,14,0.0,25.967924838240002,90,1.051,,20.0,70,1.33,0,229,17,,1,0,1,0,1,0,0,0,0.062000000000000055,0.05794392523364491,7.0408659182400015,0.2711370262390671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianGoldenStrongAle
88,Caribou Slobber,18.92705892,4.8,15.59,1.051,1.014,25.1,9464,14,5.0,9.46352946,60,,,,100,,1,169,18,,0,0,0,0,0,0,1,0,0.03699999999999992,0.035204567078972335,-9.46352946,-1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
89,SMaSH APA,10.0,5.88,43.93,1.054,1.0090000000000001,5.84,2671,13,5.0,10.0,60,1.054,,21.0,70,,1,176,15,,0,0,0,0,0,1,0,0,0.04499999999999993,0.04269449715370012,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
90,Yankee's in Dixie - New England IPA,47.3176473,7.18,31.31,1.08,1.025,4.42,1886,13,0.0,56.78117676,60,1.0659999999999998,0.5,,77,1.3,0,268,31,,0,0,1,1,1,0,0,0,0.05500000000000016,0.05092592592592607,9.463529460000004,0.16666666666666674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
91,Michelob Ultra,26.497882488,3.32,5.55,1.033,1.008,2.34,11302,13,4.0,30.283294272,15,1.0290000000000001,,,84,1.5,1,108,11,,0,0,1,0,1,0,0,0,0.02499999999999991,0.024201355275895366,3.785411784000001,0.12500000000000003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanLightLager
92,French honey ale,18.92705892,4.44,20.78,1.047,1.013,8.28,1722,13,0.0,24.15092718192,60,1.037,,21.11111111111111,80,1.5,0,156,17,,0,0,1,0,1,0,0,0,0.03400000000000003,0.032473734479465166,5.22386826192,0.21630094043887146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mixed-StyleBeer
93,Hey Mango IPA,21.0,6.31,47.13,1.058,1.01,4.41,11802,13,4.75,28.0,60,1.043,,19.0,70,3.1,4,190,17,,0,0,1,0,1,0,0,0,0.04800000000000004,0.04536862003780722,7.0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
94,Hazed and Confused (New England Double IPA),20.819764812,9.11,76.04,1.097,1.0270000000000001,8.01,8899,13,5.0,24.605176596,60,1.082,,,75,1.2,1,325,35,,0,0,1,0,1,0,0,0,0.06999999999999984,0.06381039197812201,3.785411784000001,0.15384615384615388,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DoubleIPA
95,Founders Breakfast Stout Clone,18.92705892,8.46,77.12,1.0859999999999999,1.021,50.0,9457,13,0.0,24.605176596,60,1.0659999999999998,,,70,1.5,0,287,29,,0,0,1,0,1,0,0,0,0.06499999999999995,0.05985267034990788,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ImperialStout
96,Canned Starter,2.2712470704,3.45,0.0,1.035,1.0090000000000001,3.41,3244,13,1.0,2.2712470704,60,1.035,0.75,17.77777777777778,35,,1,115,12,,0,0,0,1,0,0,1,0,0.0259999999999998,0.02512077294685971,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
98,18/06/2017 Red Ale,40.0,6.4,31.19,1.0590000000000002,1.01,14.04,6519,13,4.5,46.0,60,1.051,,18.0,75,3.0,2,193,17,,0,0,1,0,1,0,0,0,0.049000000000000155,0.04627006610009457,6.0,0.13043478260869565,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
99,Cream Ale (5 BIAB),20.819764812,4.9,18.58,1.0490000000000002,1.011,3.79,2495,13,0.0,26.497882488,60,1.038,0.75,,70,,0,162,16,,0,0,0,1,0,1,0,0,0.038000000000000256,0.036224976167779074,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CreamAle
100,Kick Ass Brown,20.819764812,6.09,47.16,1.0573148443837426,1.0108770883853768,11.51,1494,13,0.0,28.39058838,60,1.0421069993975396,1.25,20.0,79,1.5,0,188,17,5.6,0,1,1,1,1,0,0,0,0.04643775599836575,0.04392046157777352,7.570823568000002,0.2666666666666667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
101,Bakke Brygg Ginger Ale 25 L,25.0,4.41,10.82,1.043,1.01,2.95,7446,13,4.5,29.0,90,1.037,0.75,18.0,78,,2,141,14,5.8,1,1,0,1,1,0,0,0,0.03299999999999992,0.03163950143815908,4.0,0.13793103448275862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spice,Herb,orVegetableBeer"
102,Kama Citra Session IPA,20.819764812,5.31,43.53,1.05,1.01,7.35,12800,13,4.0,25.551529542,60,1.041,0.75,18.333333333333332,75,1.5,1,164,15,,0,0,1,1,1,0,0,0,0.040000000000000036,0.038095238095238126,4.731764730000002,0.18518518518518526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
103,Basic Pale Ale - first timer,9.0,4.94,34.96,1.052,1.015,7.45,3065,13,0.0,14.5,90,,,20.0,70,,0,173,19,,0,0,0,0,0,1,0,0,0.037000000000000144,0.03517110266159709,5.5,0.3793103448275862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
104,Dead Ringer IPA - Northern Brewer,18.92705892,6.34,65.01,1.0659999999999998,1.018,8.19,6681,13,0.0,24.605176596,60,1.051,,20.0,75,,0,219,24,,0,0,0,0,1,0,0,0,0.04799999999999982,0.04502814258911804,5.678117675999999,0.23076923076923075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
105,Campfire Stout,18.92705892,11.44,113.19,1.1159999999999999,1.0290000000000001,40.0,11261,13,5.0,15.520188314399999,60,,,,70,,1,389,39,,0,0,0,0,0,0,0,1,0.08699999999999974,0.0779569892473116,-3.4068706056000018,-0.21951219512195136,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
106,honey nut brown ale biab,18.92705892,6.04,35.57,1.06,1.014,18.67,6635,13,0.0,24.605176596,60,,,,71,,0,198,20,,1,0,0,0,0,1,0,0,0.04600000000000004,0.04339622641509438,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NorthernEnglishBrown
107,New England IPA,7.570823568,7.15,47.44,1.077,1.023,5.01,1298,12,0.0,13.438211833199999,60,1.043,0.5,20.0,72,,0,258,29,5.58,0,1,0,1,0,1,0,0,0.05400000000000005,0.05013927576601676,5.867388265199999,0.43661971830985913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
108,Stone & Wood Pacific Ale,20.0,5.05,15.61,1.046,1.008,4.63,12317,12,0.0,25.0,60,1.037,0.75,,70,,0,149,13,,0,0,0,1,0,1,0,0,0.038000000000000034,0.03632887189292546,5.0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
110,Budvar Original Clone,25.0,4.95,28.56,1.052,1.014,4.65,10179,12,0.0,30.0,60,1.043,,10.0,75,3.0,0,173,19,,0,0,1,0,1,0,0,0,0.038000000000000034,0.03612167300380231,5.0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CzechPremiumPaleLager
112,001 Bock - 01,40.0,6.58,22.54,1.06,1.01,19.94,2970,12,0.0,48.0,60,1.05,,13.0,75,3.0,0,196,17,,0,0,1,0,1,0,0,0,0.050000000000000044,0.047169811320754755,8.0,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TraditionalBock
113,SMASH Citra IPA,18.92705892,6.28,65.65,1.064,1.016,6.74,9223,12,0.0,26.497882488,60,1.046,,,70,1.3,0,213,22,,0,0,1,0,1,0,0,0,0.04800000000000004,0.04511278195488726,7.570823567999998,0.28571428571428564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
114,Clawhammer,83.279059248,8.06,121.34,1.0759999999999998,1.015,4.46,3126,12,5.0,94.6352946,60,1.067,,20.0,82,1.3,1,250,23,,0,0,1,0,1,0,0,0,0.06099999999999994,0.05669144981412635,11.356235351999999,0.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
115,Diamond Chocolate Coffee Porter,18.92705892,7.43,84.85,1.075,1.0190000000000001,36.04,5959,12,5.0,26.497882488,60,1.054,0.5,18.88888888888889,70,1.1,1,249,26,,0,0,1,1,1,0,0,0,0.05599999999999983,0.052093023255813796,7.570823567999998,0.28571428571428564,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
116,Allies win the war,20.819764812,7.33,39.92,1.0821636035875168,1.0262886623478602,22.23,2083,12,4.0,28.39058838,60,1.0602648438465945,0.75,20.0,79,1.5,2,276,33,,0,0,1,1,1,0,0,0,0.05587494123965664,0.05163261918477368,7.570823568000002,0.2666666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EnglishBarleywine
117,Pilsner Urquell National Award-Winning Clone (Decoction and Non-Decoction Version),22.712470703999998,5.0,32.79,1.051,1.013,2.92,19788,12,5.0,28.39058838,90,1.041,1.5,13.333333333333334,81,1.75,1,168,18,5.41,1,1,1,1,1,0,0,0,0.038000000000000034,0.03615604186489062,5.678117676000003,0.2000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CzechPremiumPaleLager
118,IRA,60.566588544,6.37,86.23,1.061,1.012,16.41,5910,12,4.0,64.352000328,60,1.057,1.0,,72,1.25,1,201,19,,0,0,1,1,1,0,0,0,0.04899999999999993,0.04618284637134772,3.7854117840000043,0.05882352941176477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyIPA:RedIPA
119,Belgian Trippel,18.92705892,8.69,45.4,1.087,1.021,5.38,7954,12,0.0,28.39058838,90,1.058,,,65,,0,290,29,,0,0,0,0,0,1,0,0,0.06600000000000006,0.06071757129714817,9.46352946,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BelgianTripel
120,Irish Death Extract Clone,19.873411865999998,7.78,65.92,1.084,1.025,36.52,3396,12,0.0,9.46352946,60,1.127,,19.444444444444443,35,,0,281,32,,0,0,0,0,0,0,1,0,0.05900000000000016,0.05442804428044295,-10.409882405999998,-1.0999999999999996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SpecialtyBeer
121,Founders Porter clone,20.819764812,6.06,34.61,1.062,1.015,40.0,17741,12,0.0,26.497882488,90,1.048,,19.444444444444443,70,1.5,0,205,21,,0,0,1,0,1,0,0,0,0.04700000000000015,0.04425612052730711,5.678117675999999,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RobustPorter
122,Racer 5 IPA Clone,20.819764812,7.07,69.72,1.073,1.0190000000000001,6.28,149466,12,0.0,28.39058838,60,,,,70,,0,242,25,,0,0,0,0,1,0,0,0,0.053999999999999826,0.05032618825722258,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
123,Basic Amber,19.873411865999998,4.97,37.74,1.053,1.015,11.11,6036,12,5.0,22.712470703999998,60,,,,63,,2,176,19,,1,0,0,0,1,0,0,0,0.038000000000000034,0.036087369420702786,2.8390588379999997,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
124,Super Stitious NEW,41.639529624,10.11,106.1,1.084,1.012,18.39,769,11,5.0,52.995764976,90,1.054,1.25,20.0,65,1.5,1,275,22,,0,0,1,1,1,0,0,0,0.07200000000000006,0.06642066420664212,11.356235351999999,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,IrishRedAle
125,Kolsch,20.819764812,4.59,46.17,1.047,1.012,3.92,299,11,0.0,28.39058838,60,1.034,0.35,20.555555555555557,70,,0,155,16,,0,0,0,1,1,0,0,0,0.03499999999999992,0.03342884431709639,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kölsch
126,NEIPA Juice Bomb,18.92705892,8.06,29.0,1.088,1.0270000000000001,5.18,7507,11,0.0,26.497882488,60,1.063,0.35,21.11111111111111,75,1.5,0,295,34,,0,0,1,1,1,0,0,0,0.06099999999999994,0.05606617647058818,7.570823567999998,0.28571428571428564,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
127,NEIPA Tropical & Juicy Braumeister 20L,21.0,6.57,44.4,1.068,1.018,4.35,8136,11,5.0,25.0,70,1.057,0.75,20.0,73,,1,226,24,5.69,0,1,0,1,0,1,0,0,0.050000000000000044,0.0468164794007491,4.0,0.16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
128,Ankle Biter - Pre-Prohibition Pilsner,22.712470703999998,5.57,27.52,1.06,1.018,6.25,1624,11,5.0,26.497882488,60,1.052,0.5,20.0,75,1.0,1,199,23,,0,0,1,1,1,0,0,0,0.04200000000000004,0.039622641509433995,3.785411784000001,0.1428571428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-ProhibitionLager
129,Dags sierra pale ale klone,27.0,6.04,42.28,1.06,1.014,10.09,1379,11,5.0,32.0,90,1.05,1.0,,79,,1,198,20,,0,0,0,1,1,0,0,0,0.04600000000000004,0.04339622641509438,5.0,0.15625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
131,Single hoppy ipa,41.639529624,5.59,44.96,1.057,1.015,9.13,365,11,0.0,49.210353192,60,1.048,0.75,20.0,75,1.25,0,188,20,5.77,0,1,1,1,1,0,0,0,0.04200000000000004,0.03973509933774838,7.570823568000002,0.15384615384615388,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
132,Lord Vader Imperial Stout,18.92705892,10.06,71.69,1.0959999999999999,1.02,50.0,4885,11,0.0,24.605176596,90,1.074,1.25,,70,1.2,0,319,30,,0,0,1,1,1,0,0,0,0.07599999999999985,0.06934306569343053,5.678117675999999,0.23076923076923075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ImperialStout
133,Hop Of The Wagon IPA,24.0,6.24,61.84,1.0590000000000002,1.012,9.76,1599,11,0.0,27.0,60,1.053,0.75,18.0,67,3.0,0,194,18,,0,0,1,1,1,0,0,0,0.04700000000000015,0.0443814919735601,3.0,0.1111111111111111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
134,Cluck Old Hen,94.6352946,9.11,115.28,1.084,1.015,5.82,1474,11,0.0,113.56235352,60,1.07,,,82,1.3,0,276,24,,0,0,1,0,1,0,0,0,0.06900000000000017,0.06365313653136546,18.927058920000007,0.16666666666666674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
135,Four Pines Pale Ale,21.0,4.97,35.03,1.053,1.015,10.29,13079,11,5.0,11.0,60,1.1,,,35,,2,176,19,,0,0,0,0,0,0,1,0,0.038000000000000034,0.036087369420702786,-10.0,-0.9090909090909091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
136,Heineken Lager Clone,48.0,5.41,24.28,1.0490000000000002,1.008,3.3,37299,11,0.0,60.0,90,1.0390000000000001,1.5,11.0,75,2.5,0,160,14,,0,0,1,1,1,0,0,0,0.04100000000000015,0.03908484270734046,12.0,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PremiumAmericanLager
137,Kern River Brewing Citra Double IPA,45.424941407999995,8.35,96.79,1.077,1.018,5.7,3485,11,5.0,52.995764976,60,1.0659999999999998,1.25,20.0,80,1.25,1,256,25,5.51,0,1,1,1,1,0,0,0,0.05899999999999994,0.0547818012999071,7.570823568000002,0.1428571428571429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ImperialIPA
138,Pine Lake Pale Ale,60.566588544,5.81,74.12,1.055,1.011,6.15,2354,11,0.0,64.352000328,60,1.052,0.5,21.11111111111111,70,1.3,0,181,17,5.3,0,1,1,1,1,0,0,0,0.04400000000000004,0.0417061611374408,3.7854117840000043,0.05882352941176477,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
139,Oatmeal Stout,20.819764812,6.09,41.97,1.064,1.018,30.28,3243,11,0.0,28.39058838,90,,0.35,,75,,0,213,24,,1,0,0,1,0,1,0,0,0.04600000000000004,0.043233082706766957,7.570823568000002,0.2666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,OatmealStout
140,Caribou Slobber (All Grain),22.712470703999998,5.57,35.32,1.056,1.014,20.59,14146,11,3.0,30.283294272,60,1.042,1.0,19.444444444444443,80,,1,185,19,,0,0,0,1,0,1,0,0,0.04200000000000004,0.03977272727272731,7.570823568000002,0.25000000000000006,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanBrownAle
141,Sierra Nevada Pale Ale clone,18.92705892,5.31,46.7,1.053,1.013,6.38,6097,11,0.0,9.46352946,60,,,,70,,0,175,18,,1,0,0,0,0,0,1,0,0.040000000000000036,0.03798670465337135,-9.46352946,-1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
142,One Wish Irish Stout,18.92705892,7.4,85.44,1.074,1.021,40.0,5755,11,0.0,22.712470703999998,60,,,,70,,0,247,27,,0,0,0,0,1,0,0,0,0.05300000000000016,0.049348230912476865,3.7854117839999972,0.16666666666666657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
143,The Great Pumpkin....Ale,20.819764812,5.7,30.37,1.06,1.0170000000000001,13.41,6444,11,5.0,11.356235351999999,60,1.111,,,25,,1,199,22,,1,0,0,0,0,0,1,0,0.04299999999999993,0.040566037735848985,-9.46352946,-0.8333333333333335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spice,Herb,orVegetableBeer"
144,Summertime Hefe,18.92705892,5.72,14.83,1.057,1.013,6.07,5422,11,0.0,24.605176596,60,,,,75,,0,187,18,,0,0,0,0,0,0,1,0,0.04400000000000004,0.04162724692526021,5.678117675999999,0.23076923076923075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Weizen/Weissbier
145,Chocolate Imperial Stout,20.819764812,9.16,33.18,1.0959999999999999,1.026,40.0,14148,11,0.0,18.92705892,60,,,,70,,0,322,34,,0,0,0,0,0,0,1,0,0.06999999999999984,0.063868613138686,-1.8927058919999986,-0.09999999999999992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanStout
146,American Pale Ale,18.92705892,5.18,42.97,1.055,1.015,7.91,7797,11,0.0,15.141647136,60,,,,70,,0,183,20,,0,0,0,0,0,0,0,1,0.040000000000000036,0.037914691943128,-3.785411784000001,-0.25000000000000006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
147,"Hail Caesar, b. 5",18.92705892,7.01,122.03,1.067,1.014,10.56,478,10,0.0,28.39058838,85,1.045,,20.0,50,1.5,0,221,21,5.65,0,1,1,0,1,0,0,0,0.052999999999999936,0.049671977507028994,9.46352946,0.3333333333333333,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
148,Dixieland Milkshake IPA,68.13741211199999,6.79,63.9,1.075,1.023,4.24,802,10,0.0,79.49364746399999,60,1.064,0.35,20.0,77,1.3,0,251,29,,1,0,1,1,1,0,0,0,0.052000000000000046,0.04837209302325586,11.356235351999999,0.14285714285714285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
149,Corey 60 min clone,20.819764812,6.18,35.58,1.06,1.013,9.66,506,10,0.0,26.497882488,60,1.047,0.75,20.0,67,1.5,0,197,19,,0,0,1,1,1,0,0,0,0.04700000000000015,0.04433962264150958,5.678117675999999,0.21428571428571427,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
150,Tropical Thunder (NEIPA),18.92705892,6.41,49.09,1.062,1.013,5.52,5776,10,0.0,24.605176596,60,1.047,,,70,,0,204,19,,1,0,0,0,0,1,0,0,0.049000000000000155,0.046139359698681874,5.678117675999999,0.23076923076923075,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
151,Bjureke Fatamorgana,21.0,7.09,74.01,1.073,1.0190000000000001,8.58,662,10,0.0,28.5,75,1.045,0.75,20.0,70,3.0,0,242,25,,0,0,1,1,1,0,0,0,0.053999999999999826,0.05032618825722258,7.5,0.2631578947368421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
152,Mosaic Blonde Ale,87.064471032,5.64,25.93,1.052,1.0090000000000001,5.68,1633,10,0.0,110.9125652712,90,1.041,0.75,20.0,73,1.33,0,170,15,5.3,0,1,1,1,1,0,0,0,0.04299999999999993,0.040874524714828823,23.848094239199995,0.21501706484641633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BlondeAle
153,Tree House Julius Clone,20.819764812,6.26,89.61,1.065,1.018,6.93,31629,10,0.0,28.39058838,60,1.045,0.5,20.555555555555557,70,1.32,0,216,24,,0,0,1,1,1,0,0,0,0.04699999999999993,0.04413145539906097,7.570823568000002,0.2666666666666667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
154,Dags juleøl,27.0,6.15,48.69,1.061,1.014,16.74,2260,10,5.0,32.0,90,1.051,,,78,3.0,1,202,20,,0,0,1,0,1,0,0,0,0.04699999999999993,0.04429783223374169,5.0,0.15625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanAmberAle
155,Elvis juice v2.0,20.0,6.45,32.49,1.0590000000000002,1.01,6.76,16865,10,0.0,25.0,60,1.047,,19.0,70,,0,193,17,,0,0,0,0,1,0,0,0,0.049000000000000155,0.04627006610009457,5.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanIPA
156,Punk IPA (if brewdog were trill),23.0,6.09,38.22,1.06,1.014,5.5,6218,10,5.0,28.5,60,1.048,,19.0,70,2.5,1,198,20,,0,0,1,0,1,0,0,0,0.04600000000000004,0.04339622641509438,5.5,0.19298245614035087,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AmericanPaleAle
